"LANG","complexityoflanguages","costoflanguages","syn_index","type","minimal"
"fl8159",18,2.96038511321006,12,"Not Haspel-ok",1.95209375853101
"fl8205",24,2.62673063242188,12,"Not Haspel-ok",1.67640269626713
"fl8302",17,3.64797081623347,12,"Not Haspel-ok",2.62638759608105
"fl8314",14,2.82182967436086,12,"Not Haspel-ok",1.74944256349487
"fl8370",20,2.89226319595083,12,"Not Haspel-ok",1.90740219349423
"fl8373",18,3.06960325377945,12,"Not Haspel-ok",2.06130514420886
"fl8409",27,2.44811359247069,12,"Not Haspel-ok",1.51536610001349
"fl8500",11,4.59717273876566,12,"Not Haspel-ok",3.44417699794624
"fl8536",12,3.90101816574126,12,"Not Haspel-ok",2.77948220641941
"fl8545",15,3.6077205219169,12,"Not Haspel-ok",2.55443193595944
"fl8571",20,2.82140505971974,12,"Not Haspel-ok",1.83656020487808
"fl8671",18,3.03982936424502,12,"Not Haspel-ok",2.03153302411263
"fl8718",13,3.5592466261308,12,"Not Haspel-ok",2.46407871335932
"fl8737",15,2.6933810161528,12,"Not Haspel-ok",1.64011904895858
"fl8756",16,3.12059811463864,12,"Not Haspel-ok",2.08419297834245
"fl8794",12,3.45274061286146,12,"Not Haspel-ok",2.33143891710886
"fl8852",25,2.86478227654698,12,"Not Haspel-ok",1.92083150835041
"fl8910",17,3.45572354211663,12,"Not Haspel-ok",2.4341756242079
"fl8979",17,3.84620315645072,12,"Not Haspel-ok",2.82458856678525
"fl8985",18,2.92415473652147,12,"Not Haspel-ok",1.91586579271712
"fl9015",16,2.87574389902944,12,"Not Haspel-ok",1.83941830919703
"fl9036",19,3.01520164160978,12,"Not Haspel-ok",2.01907855293573
"fl9057",17,2.95831244709962,12,"Not Haspel-ok",1.93688838848884
"fl9183",24,3.35993280134397,12,"Not Haspel-ok",2.40890968326956
"fl9215",14,3.6937662564192,12,"Not Haspel-ok",2.62094470679669
"fl9372",11,3.56135925211456,12,"Not Haspel-ok",2.40895482891973
"fl9374",22,2.9679094787609,12,"Not Haspel-ok",2.00059820098977
"fl9375",25,3.05335742093077,12,"Not Haspel-ok",2.10924074168729
"fl9427",20,2.87280649254267,12,"Not Haspel-ok",1.88794980330231
"fl9644",20,2.81173116725895,12,"Not Haspel-ok",1.82688861413593
"fl9649",22,2.43849571908529,12,"Not Haspel-ok",1.47128285154862
"fl9678",13,2.96937828642128,12,"Not Haspel-ok",1.87432481832671
"fl9693",22,2.93470286133529,12,"Not Haspel-ok",1.96739619950263
"fl9727",19,2.90728662938879,12,"Not Haspel-ok",1.91116611148983
"fl9887",26,2.96296296296296,12,"Not Haspel-ok",2.02397247316961
"fl9903",19,2.94492981250613,12,"Not Haspel-ok",1.94880836552781
"fl9949",21,3.38352224665877,12,"Not Haspel-ok",2.40800316481007
"fl9987",22,3,12,"Not Haspel-ok",2.03268440472192
"fl5012",24,2.4813040631354,13,"Not Haspel-ok",1.53119309837173
"fl5068",24,2.50337259919614,13,"Not Haspel-ok",1.55322609593628
"fl5106",22,3.14630309386471,13,"Not Haspel-ok",2.17896942616909
"fl5173",16,3.78489197287494,13,"Not Haspel-ok",2.74834240492178
"fl5213",22,2.96888852235944,13,"Not Haspel-ok",2.00157711081903
"fl5234",18,4.02785936057733,13,"Not Haspel-ok",3.01952293643016
"fl5431",24,2.7189305539821,13,"Not Haspel-ok",1.76848352850711
"fl5465",26,2.98942490938306,13,"Not Haspel-ok",2.0504342852393
"fl5584",12,2.93680724999816,13,"Not Haspel-ok",1.81573753240402
"fl5609",23,3.17635381052167,13,"Not Haspel-ok",2.21697349428611
"fl5659",20,3.17482154857212,13,"Not Haspel-ok",2.18990654544735
"fl5685",24,2.84850690762925,13,"Not Haspel-ok",1.89791206053827
"fl5712",20,3.13002651828022,13,"Not Haspel-ok",2.14511912728732
"fl5734",28,2.25780353346253,13,"Not Haspel-ok",1.33013633743867
"fl5836",19,3.15822718180861,13,"Not Haspel-ok",2.16210108139327
"fl5861",18,2.7683959913626,13,"Not Haspel-ok",1.760118542709
"fl5924",21,2.9255971875259,13,"Not Haspel-ok",1.95013269991197
"fl6004",24,3.13211523051933,13,"Not Haspel-ok",2.18125809395277
"fl6022",23,2.46414160600429,13,"Not Haspel-ok",1.50477909805744
"fl6098",14,2.89801405536817,13,"Not Haspel-ok",1.82559872035383
"fl6113",21,2.98941249740502,13,"Not Haspel-ok",2.01393891292174
"fl6146",14,4.02090872537193,13,"Not Haspel-ok",2.94798377137461
"fl6149",18,3.28926329639003,13,"Not Haspel-ok",2.28095356010418
"fl6191",25,3.01689460981496,13,"Not Haspel-ok",2.07280765788251
"fl6250",18,3.16038978140637,13,"Not Haspel-ok",2.15208657870679
"fl6251",16,3.46142529955751,13,"Not Haspel-ok",2.42493617650649
"fl6277",20,3.23890136465711,13,"Not Haspel-ok",2.25397599823199
"fl6343",20,3.64802626578911,13,"Not Haspel-ok",2.66304648994217
"fl6351",24,2.5048270103846,13,"Not Haspel-ok",1.55467820039444
"fl6417",18,3.20691267844019,13,"Not Haspel-ok",2.19860702879724
"fl6488",16,3.77804014167651,13,"Not Haspel-ok",2.74149170624065
"fl6588",24,2.97655959320352,13,"Not Haspel-ok",2.02583722986201
